DeliveryPartnerID,Name,Age,Gender,VehicleType,JoiningDate,City,Rating,CompletedDeliveries,AverageDeliveryTime
948,Jatin Zacharia,36,Male,Bicycle,29 Jan 2023,Kochi,5.0,531,23.2
949,Irya Balan,26,Female,Scooter,2021.08.05,Visakhapatnam,4.2,513,21.4
950,Ronith Kaur,47,Female,Bike,23 Oct 2021,Ludhiana,4.5,1059,17.5
951,Advaith Jha,25,Female,Bike,03 Dec 2022,Bhubaneswar,4.3,548,21.4
952,Libni Keer,26,Male,Bicycle,2023.07.01,Bhubaneswar,3.8,249,35.3
953,Anvi Karpe,20,Male,Car,27 Jun 2021,Coimbatore,3.8,613,27.5
954,Harinakshi Jani,25,Male,Bike,22/10/2021,Vadodara,3.9,323,40.9
955,Baljiwan Krish,36,Female,Scooter,11-10-2021,Bhopal,4.9,524,32.9
956,Yashvi Arora,28,Female,Bicycle,17-11-2021,Vadodara,4.0,776,38.7
957,Charles Arora,27,Male,Bike,2023-05-20,Patna,4.4,345,35.1
958,Harrison Bail,29,Male,Bike,24/03/2022,Pune,3.8,465,39.6
959,Mahika Mann,30,Male,Scooter,2023.11.10,Indore,3.6,241,38.9
960,Ranbir Bajwa,29,Female,Car,03/13/2023,Visakhapatnam,3.9,738,41.4
961,Isaac Lanka,36,Female,Bike,12/12/2024,Chennai,4.1,912,24.1
962,Nicholas Dhingra,31,Female,Scooter,22 Oct 2023,Visakhapatnam,,375,31.4
963,Madhavi Pall,26,Male,Scooter,11/07/2021,Coimbatore,4.5,225,22.0
964,Dayita Nair,23,Male,Scooter,2022.05.30,Nashik,3.5,245,28.6
965,Isaac Bose,18,Female,Scooter,12/04/2023,Pune,4.5,278,40.8
966,Kiaan Ram,25,Male,Scooter,10/12/2022,chennai,4.9,266,40.3
967,Idika Kulkarni,31,Male,Bike,26-02-2023,MUMBAI,,1290,17.7
968,Chandresh Cheema,33,Male,Bike,2024.11.25,Chandigarh,3.8,579,29.4
969,Kashvi Rastogi,32,Female,Bike,14 Sep 2022,Visakhapatnam,4.4,465,35.4
970,Banjeet Sankaran,24,Male,Bike,06-10-2023,Chennai,4.2,996,19.5
971,Wakeeta Kothari,24,Male,Bike,01/04/2023,Jaipur,3.1,540,35.0
972,widisha vaidya,31,Female,Bike,2021-11-19,Kochi,,184,23.3
973,Omya Dhawan,31,Female,Scooter,02-03-2024,Bhubaneswar,4.6,589,44.3
974,VIDHI MALLICK,27,Female,Bike,17-06-2024,Ludhiana,4.1,700,42.9
975,Liam Bora,30,Male,Scooter,02/18/2025,Lucknow,4.3,761,17.2
976,Ethan Sarma,18,Female,Bike,28 Jan 2022,Chandigarh,3.8,1208,21.3
977,Amaira Prabhu,28,Female,Bike,2023-07-11,Ahmedabad,3.6,788,37.6
978,Yamini Dasgupta,25,Male,Bike,2022-01-11,Bhubaneswar,4.0,462,43.2
979,Shivani Taneja,18,Male,Bike,2024-05-13,Indore,3.9,359,34.7
980, Gaurangi Bobal  ,30,Female,Bike,20-12-2023,Vadodara,4.3,566,33.1
981,Arunima Patla,19,Male,Bike,2022.10.06,Indore,2.9,367,37.8
982,Jeevika Bhardwaj,30,Male,Bike,21 Jun 2021,Mumbai,4.3,649,35.8
983,Rohan Suresh,26,Male,Scooter,05/02/2024,Lucknow,4.1,127,36.9
984,Karan Aggarwal,29,Male,Bike,2022-09-08,Indore,3.4,923,26.6
985,Girik Karnik,35,Male,Car,29/03/2024,Guwahati,3.6,586,27.5
986,Riya Sastry,33,Male,Bike,16/08/2021,Coimbatore,3.7,617,28.2
987, Leena Barad  ,20,Female,Bike,02/24/2024,Chandigarh,4.2,663,56.1
988,Oeshi Bath,25,Male,Bike,2024.11.21,Ludhiana,4.1,231,18.2
989,Yoshita Chacko,25,Female,Bike,2021.11.16,Kolkata,3.8,384,28.6
990,Amruta Muni,33,Female,Bicycle,10 Apr 2024,Chennai,4.3,432,33.3
991,Tanvi Comar,32,Male,Bike,2023.11.29, Kochi  ,3.9,588,27.2
992,Oviya Kala,25,Female,Scooter,24 Dec 2024,Lucknow,4.2,436,42.2
993,Faqid Borah,35,Female,Bicycle,26/09/2023,Pune,4.7,745,38.6
994,Rachit Wable,29,Female,Bike,26 Aug 2021,Vadodara,3.4,274,48.4
995,Adya Kothari,43,Male,Car,06/29/2021,Vadodara,3.6,333,27.7
996,Rachita Karpe,22,Female,Bike,18/06/2023,Kochi,3.9,689,47.3
997,Wazir Sood,23,Female,Bike,10-01-2023,chandigarh,4.2,1664,30.2
998,Wazir Sama,36,Male,Bike,2024-09-14,Nagpur,4.4,1582,34.5
999,Chandran Maharaj,26,Female,Bike,31/07/2024,Guwahati,4.3,448,46.8
1000,Oni Rai,32,Male,Bike,07/17/2023,Pune,4.8,568,38.3
1001,Raghav Saini,21,Female,Car,01/08/2024,Bhubaneswar,4.5,878,32.5
1002,Aryan Sharaf,18,Male,Bike,05/01/2024,CHENNAI,3.9,261,39.6
1003,Prisha Deol,30,Female,Bike,02/12/2025,Indore,4.2,487,36.8
1004,Nirja Narayan,27,Female,Scooter,2022-05-10,Hyderabad,4.0,1078,36.8
1005,Samar Gulati,24,Male,Bike,05/17/2024,Hyderabad,4.4,932,25.0
1006,Ethan Pillai,29,Male,Scooter,23-02-2025,Indore,3.7,728,27.3
1007,Samar Sarkar,37,Male,Bike,03/03/2024,Kochi,4.0,588,31.2
1008,Samesh Ahluwalia,36,Male,Scooter,29 Sep 2021,Nagpur,4.4,339,42.6
1009,Abha Yogi,24,Male,Scooter,25-11-2024,Jaipur,4.0,521,30.4
1010,Samarth Saraf,23,Male,Bike,2025.01.28,Ahmedabad,3.8,722,38.4
1011,Janani Sandal,27,Female,Scooter,20 Aug 2023,Patna,4.2,1048,26.8
1012,Rudra Shankar,21,Female,Car,2023-08-16,Visakhapatnam,4.6,232,20.2
1013,Yashasvi Ghose,29,Female,Bike,30/12/2023,Indore,3.8,369,50.9
1014,Amaira Singh,20,Female,Bike,09 Jul 2024, Guwahati  ,3.9,1311,30.2
1015,Hredhaan Bhatt,31,Male,Scooter,02-08-2024,chennai,4.6,351,38.1
1016,Dakshesh Korpal,27,Female,Bike,17 Oct 2021,bengaluru,4.1,847,29.5
1017,Faraj Maharaj,26,Male,Scooter,17-11-2021,Pune,4.3,92,34.7
1018,Abdul Raghavan,31,Male,Scooter,30/07/2022,Bengaluru,4.7,510,36.1
1019,Aarini Dani,32,Male,Bicycle,02 Apr 2022,Vadodara,3.8,977,45.1
1020,Dhriti Keer,26,Female,Bike,10/25/2024,Chennai,4.0,197,49.4
1021,Upma Ben,30,Male,Bicycle,08/10/2021,Visakhapatnam,3.7,922,26.7
1022,Bahadurjit Kohli,29,Female,Scooter,19-04-2024,Nashik,4.5,657,43.4
1023,Vedant Ray,23,Female,Bike,15/06/2024,Jaipur,4.3,534,27.9
1024, Manya Sawhney  ,23,Female,Bike,07-09-2024,Mumbai,4.7,624,34.5
1025,GIRINDRA SHANKER,28,Male,Car,2025.01.15,Bhopal,4.5,786,20.9
1026,Leena Talwar,30,Male,Bike,2021.11.23,Visakhapatnam,4.3,515,50.9
1027,Brijesh Suri,26,Male,Car,18 Nov 2021,Nagpur,4.8,1222,35.6
1028,Qadim Kulkarni,34,Female,Scooter,20 May 2024,Bhopal,4.1,977,25.0
1029,Aayush Sodhi,31,Male,Bike,2022.03.03,Hyderabad,4.5,184,32.3
1030,Warda Aurora,28,Female,Car,22/11/2024,Pune,4.3,456,27.2
1031,Shravya Chanda,25,Male,Bike,04-03-2023,Jaipur,4.6,1003,41.7
1032,Mugdha Banerjee,18,Male,Bike,06/23/2022,Ahmedabad,3.7,503,38.4
1033,Darsh Mall,23,Female,Scooter,2021.07.06,Jaipur,4.5,323,28.3
1034,Falguni Deol,18,Male,Bike,2022-02-18,Visakhapatnam,4.4,507,36.6
1035,Balhaar Deshmukh,26,Male,Scooter,2025.01.13,Nagpur,3.8,428,32.2
1036,Raksha Varughese,25,Male,Scooter,03/26/2024,Jaipur,4.3,458,25.6
1037,Edhitha Menon,36,Female,Bike,2022.02.03,Bengaluru,3.9,231,35.7
1038,Rudra Mander,21,Male,Car,30/08/2023,Chandigarh,4.3,997,32.0
1039,oscar magar,33,Female,Scooter,07/19/2021,Guwahati,4.5,1335,27.3
1040,Ayush Sathe,29,Male,Bike,24/02/2024,Jaipur,3.2,474,47.6
1041,Abdul Sule,22,Female,Bike,26-04-2024,Kochi,4.0,415,21.3
1042,Gauri Raghavan,32,Female,Bike,17-06-2022,Raipur,4.0,299,40.1
1043,Rudra Dhar,38,Female,Bike,2025.02.26,Hyderabad,4.5,618,36.3
1044,Charan Pant,27,Male,Bike,2024.12.09,Surat,4.5,378,24.4
1045,Meghana Chaudry,26,Female,Bike,27 Apr 2023,Nagpur,3.8,1131,48.7
1046,Sanya Dani,28,Female,Scooter,09 May 2023,Vadodara,4.1,315,10.0
1047,Harita Sachar,26,Male,Scooter,2022-07-05,Raipur,4.5,153,46.6
1048,Ucchal Nori,18,Female,Scooter,26 Jan 2023,Surat,4.1,843,24.6
1049,Abdul Khatri,21,Male,Bicycle,23 Nov 2023,Nashik,3.9,691,45.8
1050,Chameli Suri,30,Female,Bike,2023-10-14,Pune,3.8,377,35.7
1051,Michael Nadkarni,30,Male,Bike,06/16/2023,Hyderabad,5.0,644,40.0
1052,Geetika Devi,36,Male,Bike,17/05/2022,Mumbai,4.1,1333,33.5
1053,Rachit Gokhale,23,Female,Scooter,2023-01-18,Ahmedabad,4.0,692,39.4
1054,Oni Nagarajan,33,Male,Scooter,11 Jun 2022,coimbatore,4.3,424,27.8
1055,Mugdha Khare,36,Female,Scooter,08-04-2022,Kochi,4.0,124,39.3
1056,Dhriti Peri,28,Female,Scooter,01/07/2024,BANGALORE,3.3,832,31.5
1057,Girindra Choudhury,20,Male,Bike,30-10-2024,Patna,4.6,599,31.6
1058,Aayush Agrawal,25,Female,Bike,23 Jun 2022,bhopal,4.1,361,33.7
1059,Gavin Soman,31,Female,Bike,25 Feb 2025,Kochi,3.7,1118,26.2
1060,Daksh Nadkarni,26,Male,Car,15-12-2023,Kolkata,4.3,535,27.5
1061,Benjamin Chhabra,30,Male,Scooter,11/04/2023,Chennai,4.2,499,44.6
1062,Ishita Pai,31,Female,Scooter,05/10/2023,Patna,4.5,707,36.6
1063,Tara Gole,19,Female,Bike,24/06/2022,indore,3.5,899,15.5
1064,Nicholas Deshpande,39,Male,Scooter,2023-12-07,Hyderabad,4.8,290,41.4
1065,Mekhala Raman,18,Male,Bike,18/01/2025,Nagpur,4.6,724,47.3
1066,Sudiksha Borde,24,Female,Car,2022.10.15,Raipur,3.6,639,43.0
1067,Chaitanya Rajan,25,Female,Scooter,30/10/2024,Kolkata,4.2,875,31.9
1068,Vansha D’Alia,25,Male,Bike,01-03-2025,Nagpur,4.0,224,33.6
1069,Laksh Bains,36,Female,Bike,03-05-2024,Bengaluru,3.4,431,34.2
1070,Chakrika Mishra,30,Female,Car,16-04-2022,Coimbatore,3.9,394,25.7
1071,Warda Borah,33,Female,Scooter,2021.12.30,Pune,4.0,355,42.0
1072,Darika Tripathi,28,Female,Bike,2023.07.21,Delhi,4.1,648,34.8
1073,Qadim Agrawal,29,Male,Bike,01/10/2023,Vadodara,4.2,616,26.5
1074,Mitali Jani,30,Female,Bike,17/01/2023,Hyderabad,4.2,284,33.2
1075,Janya Patla,33,Male,Bike,2024.11.13,Bengaluru,4.0,577,27.6
1076,Madhav Badami,32,Male,Bike,2023.12.26,Pune,4.5,215,33.2
1077,Caleb Grewal,23,Female,Bike,2022.08.14,Chandigarh,5.0,300,39.7
1078,Netra Pandey,29,Female,Bike,03/19/2023,Kochi,4.4,1030,24.1
1079,chaaya kothari,22,Female,Bicycle,09-08-2023,Lucknow,4.0,718,16.4
1080,Rushil Shroff,28,Male,Bike,2021-09-02,Surat,4.4,878,25.7
1081,Amruta Lala,29,Male,Bike,21 Aug 2023,Delhi,3.8,426,32.4
1082,Daksha Dani,26,Female,Scooter,15/02/2022,Patna,3.8,632,31.0
1083,Kalpit Dugal,30,Female,Bike,06-08-2023,Vadodara,4.4,473,34.7
1084,Varenya Borde,26,Female,Scooter,18-08-2021,Nashik,3.9,620,29.8
1085,Meera Lala,30,Male,Bike,26 Jun 2024,Kochi,4.1,386,33.9
1086,Yoshita Badami,23,Male,Bike,15-04-2023,Bhopal,4.4,673,27.4
1087, Bhavini Kapadia  ,22,Female,Scooter,2023-04-29, Bhopal  ,3.6,1003,39.2
1088,Indira Kade,26,Female,Scooter,08-11-2022,Kochi,4.8,631,24.4
1089,Yashica Shetty,31,Female,Bike,11/11/2023,Ludhiana,4.5,411,35.3
1090,Zilmil Doctor,23,Male,Bicycle,2022-12-26,CHENNAI,4.2,732,24.9
1091,Jackson Luthra,30,Female,Bike,2023.02.26,Raipur,4.0,515,33.9
1092,Patrick Rajan,28,Female,Car,12/28/2022,Bhopal,4.3,434,39.8
1093,Warinder Nayar,28,Female,Bike,2024.08.04,Ludhiana,4.9,668,37.3
1094,Oni Chaudhry,28,Male,Bike,2021.12.12,Chennai,,379,33.0
1095,Mason Ramakrishnan,30,Female,Bike,10 Jul 2024,Patna,4.0,291,36.3
1096,Triveni Dewan,24,Female,Scooter,19 Nov 2024,Jaipur,5.0,1311,34.3
1097,Diya Om,30,Male,Scooter,18-12-2024,Kochi,4.5,658,41.0
1098,Jagvi Puri,29,Female,Bike,13-11-2022,Bhopal,4.7,681,28.5
1099,Jagdish Dugal,25,Male,Bike,2025-03-31, Chandigarh  ,4.3,655,35.7
1100,Eshana Swaminathan,31,Male,Bike,12/07/2024,Mumbai,4.2,680,42.7
1101,Saksham Chowdhury,22,Female,Bike,29 Jan 2024, Delhi  ,4.8,219,29.9
1102,Vedant Kakar,39,Male,Bike,23-02-2023,Chennai,3.6,485,18.8
1103,Jonathan Arora,18,Female,Bike,2025.01.09,Bengaluru,3.6,390,29.0
1104,Onveer Kata,18,Female,Car,2023.04.22,CHENNAI,4.3,882,17.1
1105,Kamya Savant,21,Female,Scooter,03-11-2022,Patna,4.4,626,39.9
1106,Prisha Toor,19,Female,Bike,2022-05-29,Bhubaneswar,4.9,480,27.2
1107,Shaurya Sen,27,Female,Bike,07/15/2024,Coimbatore,4.4,473,38.0
1108,Nachiket Mody,27,Female,Bicycle,2021-11-13,Visakhapatnam,4.7,614,42.3
1109,Omisha Wali,22,Female,Scooter,04/09/2023,Patna,3.5,1371,26.9
1110,Gaurang Chandran,27,Male,Bike,2024-11-18,Pune,4.4,783,50.2
1111,Jeet Parmar,27,Male,Bike,20 Nov 2022,Delhi,4.3,396,29.3
1112,Barkha Dube,24,Male,Scooter,07/03/2023,Patna,3.5,387,34.8
1113,Manan Sarna,28,Female,Car,01/05/2024,Chennai,4.6,263,35.5
1114,Rachana Dalal,24,Male,Bike,2024-10-02,delhi,4.2,497,26.5
1115,Yashvi Dayal,22,Male,Bike,15-03-2022,Chandigarh,3.9,1372,-52.7
1116,Logan Iyer,27,Male,Bike,01/07/2024,hyderabad,4.1,1045,31.8
1117,Daksha Mandal,30,Female,Bicycle,31-01-2022,Kochi,3.8,378,29.8
1118,Warda Dugar,26,Male,Bike,05/04/2024,Patna,4.4,130,30.9
1119,Yauvani Krish,18,Female,Bike,2022.03.01,Nagpur,4.9,846,30.7
1120,Yasti Halder,24,Male,Car,09/29/2022,Delhi,4.2,623,38.9
1121,Gauri Krishna,21,Male,Bike,2022.11.28,Visakhapatnam,4.6,205,21.2
1122,Abdul Trivedi,26,Female,Bike,2022.10.13,Vadodara,4.0,895,23.5
1123,Mahika Keer,25,Male,Bike,12/01/2024,Kolkata,4.7,266,49.0
1124,Anamika Purohit,40,Female,Car,2025-01-22,Ludhiana,,671,31.5
1125,Manan Rana,37,Male,Bike,2023.05.28,Mumbai,4.2,1319,-32.9
1126,Theodore Krishnamurthy,25,Female,Bike,13/04/2024,Bhubaneswar,4.1,310,26.2
1127,Tamanna Badami,31,Male,Bike,04/04/2024,Guwahati,4.4,752,35.2
1128,Upasna Saha,31,Male,Scooter,14 Feb 2022,Jaipur,4.7,885,40.0
1129,Jeevika Mishra,31,Female,Bicycle,13-03-2024,Indore,4.2,521,23.9
1130,Jhalak Thaman,30,Male,Bike,2024-08-26,Ahmedabad,4.6,382,38.2
1131,Umang Nayar,18,Female,Bike,2022-02-23,Nashik,4.6,854,-36.8
1132,Eshana Chahal,31,Male,Scooter,2023-02-06,Kolkata,4.6,378,28.9
1133,Ekansh Kapadia,27,Female,Car,11-06-2022,Kolkata,4.5,162,44.5
1134,Isaac Nori,29,Female,Bike,2024-07-09,Kochi,4.6,1280,30.9
1135,ranveer minhas,29,Male,Scooter,27-03-2023,Delhi,5.0,447,21.3
1136,Lucky Pau,24,Female,Car,17-09-2022,Bengaluru,4.4,602,30.0
1137,Jacob Wali,28,Female,Bike,19 Jan 2023,Ludhiana,4.5,565,27.6
1138,Robert Loke,31,Female,Bike,23/09/2024,Visakhapatnam,2.9,404,34.0
1139,Vyanjana Ratta,26,Female,Scooter,2023.06.02,Bengaluru,3.8,532,15.5
1140,Keya Sama,32,Male,Scooter,2024-02-27,Nashik,4.8,1064,39.5
1141,Tejas Shukla,38,Female,Bike,2022-05-03,Guwahati,5.0,954,37.8
1142,Oni Prabhu,35,Male,Bike,2024.11.29,Coimbatore,3.7,442,11.8
1143,Madhav Nagarajan,22,Male,Bicycle,2024.11.26,Indore,4.1,875,33.7
1144, Sneha Nori  ,28,Female,Scooter,04/09/2024,Pune,4.5,269,42.1
1145,Baljiwan Brar,35,Male,Bike,09/12/2024,Pune,4.4,858,43.6
1146,Umang Barman,20,Male,Bike,08 Aug 2022,Bhopal,4.1,589,54.7
1147,EKBAL CHEEMA,20,Male,Bike,2022.12.25,Kochi,3.8,917,33.5
1148,RANVEER BORA,32,Female,Bike,01/11/2023,Nashik,4.1,992,31.4
1149,Jairaj Varghese,32,Female,Scooter,06/28/2022,Guwahati,4.3,404,42.3
1150,Neel Gupta,25,Female,Scooter,29/10/2023,Nagpur,4.6,493,32.4
1151,Dhruv Chatterjee,30,Male,Bike,29 Mar 2024, Ahmedabad  ,3.8,522,32.7
1152,Ojasvi Ganguly,27,Female,Car,26/10/2021,Kochi,4.4,1211,11.3
1153,Caleb Borde,23,Female,Scooter,2023.12.27,Ludhiana,3.8,1163,26.3
1154,Darsh Nanda,31,Female,Bike,2023.06.12,nagpur,4.1,412,23.3
1155,Omya Trivedi,21,Male,Scooter,10/17/2024,Lucknow,4.5,490,32.8
1156,Jagat Upadhyay,37,Female,Scooter,2021-10-16,Nashik,4.2,433,27.3
1157,Sachi Pradhan,29,Female,Car,2024-05-18,Chandigarh,4.7,612,32.5
1158,Pallavi Bobal,22,Male,Bike,07/09/2022,Jaipur,4.2,596,33.8
1159,Orinder Lalla,31,Male,Bicycle,03-06-2024,chennai,4.5,415,27.7
1160,Deepa Kaul,18,Male,Bike,2021.08.20,Delhi,5.0,1063,24.4
1161,Krish Rastogi,26,Female,Bike,26/07/2021,Chennai,4.5,500,31.2
1162,Tarak Patla,31,Female,Bicycle,26 Apr 2024,Nashik,3.8,652,-26.2
1163,Yasti Oommen,36,Male,Bike,03/01/2022,Ludhiana,4.2,277,30.2
1164,Charvi Srinivas,21,Female,Bicycle,02 Feb 2025,Nagpur,4.1,996,47.4
1165,Vasatika Goda,18,Female,Bike,2023.02.28,Chennai,4.7,900,34.4
1166,Nirja Bajwa,31,Male,Bike,2025.02.24,Mumbai,4.3,303,16.7
1167,Bakhshi Kashyap,32,Female,Bike,2021.11.29,Vadodara,4.3,485,-41.9
1168,Leela Sarin,25,Male,Car,2022-06-26,Ludhiana,4.1,381,48.7
1169,Omkaar Narang,25,Male,Scooter,03/03/2024,Surat,4.7,574,22.1
1170,Yoshita Dhawan,26,Female,Bicycle,08/10/2022,Chennai,4.5,901,30.9
1171,Jackson Choudhury,22,Female,Car,06/10/2023,Kochi,4.3,553,15.3
1172,David Dutt,32,Male,Car,18/06/2023,Lucknow,4.1,435,33.5
1173,Anika Karpe,29,Male,Scooter,07/06/2024,Kochi,3.7,164,23.2
1174,Osha Ramaswamy,26,Female,Bike,31/05/2023,Bengaluru,3.8,215,23.0
1175,Nathaniel Bhasin,21,Female,Scooter,18/07/2021,Bengaluru,4.9,333,36.8
1176,Madhav Sampath,40,Female,Scooter,12/04/2021,Delhi,4.0,468,22.6
1177,Bishakha Pradhan,32,Male,Bike,01/12/2022,Guwahati,3.4,692,27.2
1178,Rachit Hari,27,Male,Bike,14/10/2022,Indore,3.6,589,54.6
1179,Jeremiah Mangal,21,Male,Bike,2023-06-03,Kolkata,3.9,723,33.9
1180,Eiravati Dutta,21,Female,Car,27/06/2023,bengaluru,4.5,937,25.1
1181,Christopher Bal,31,Female,Bike,2023-08-28,Surat,3.9,826,38.3
1182,Isha Bora,37,Male,Bike,2024-08-17,Raipur,4.0,696,36.8
1183,SIDDHARTH RAMAKRISHNAN,29,Female,Bike,20 Mar 2024,Calcutta,4.7,551,42.1
1184,Yashawini Varghese,22,Female,Bike,21 Oct 2022,Bombay,4.6,479,27.7
1185,Ekani Sengupta,36,Female,Scooter,13 Aug 2023,Jaipur,4.2,757,28.0
1186,Amol Shenoy,28,Female,Car,2024.07.02,Jaipur,4.4,285,17.9
1187,Azad Krishnan,39,Male,Bike,31/08/2024,Ludhiana,4.4,204,28.0
1188,Lakshit Bala,31,Female,Bike,11/11/2024,Ahmedabad,4.0,472,36.5
1189,Rachit Goyal,31,Male,Scooter,2024-09-23,Kochi,4.3,672,35.8
1190,Utkarsh Bhatnagar,28,Male,Bike,29-05-2022,Guwahati,4.4,315,26.5
1191,Dayamai Samra,21,Female,Scooter,21 Jan 2022,Visakhapatnam,4.2,321,30.8
1192,George Ramachandran,22,Male,Scooter,17-06-2024,Nashik,4.5,1190,36.2
1193,Forum Narasimhan,25,Male,Scooter,07/01/2025,Raipur,4.1,932,33.2
1194,Tanmayi Magar,32,Female,Scooter,07 Sep 2021,Ahmedabad,3.7,839,33.3
1195,Tamanna Karan,20,Female,Bike,2024.05.05,Jaipur,4.1,378,38.5
1196,Chaitanya Sur,33,Female,Bicycle,2022.06.22,Bengaluru,4.4,711,28.0
1197,Faqid Lal,32,Male,Bike,16 Oct 2021,Bengaluru,4.2,458,31.2
1198,Odika Dave,31,Male,Scooter,2021.10.13,Ahmedabad,4.4,43,34.8
1199,Chakradev Walia,26,Female,Scooter,04/01/2024,Patna,4.7,825,23.6
1200,DEVANSH MAJUMDAR,29,Female,Bike,2024.12.16,Kochi,4.0,927,29.5
1201,Chakradhar Kibe,25,Female,Scooter,2022-02-01,Kochi,4.6,351,26.1
1202,Kabir Deol,34,Female,Bike,08 May 2022,Coimbatore,5.0,1071,27.8
1203,Tanmayi Deshmukh,18,Male,Scooter,10/06/2023,Nashik,4.0,299,31.2
1204,Atharv Kapadia,30,Female,Scooter,04/07/2023,Indore,4.8,661,27.6
1205,Kavya Divan,31,Male,Scooter,01/25/2022,Jaipur,4.4,480,37.2
1206,Rachana Saini,22,Male,Scooter,16 Aug 2021,Jaipur,4.2,929,32.4
1207,Isha Trivedi,24,Female,Scooter,16 Mar 2022,Surat,3.9,1139,30.0
1208,Ucchal Varkey,26,Male,Bike,23-12-2021,raipur,4.3,624,17.9
1209,Bishakha Thakkar,30,Male,Bike,2021-12-01, Coimbatore  ,3.9,831,33.4
1210,Orinder Karpe,18,Male,Bike,2024.10.26,Nagpur,3.6,527,37.3
1211, Mitali Sant  ,29,Female,Bike,05/10/2023,Bhopal,4.4,490,46.5
1212,Nirja Dalal,18,Male,Car,06/09/2022,Bombay,3.9,893,42.2
1213,Kalpit Agarwal,21,Female,Bike,19-07-2021,Bengaluru,3.4,349,25.1
1214,Gaurav Mishra,31,Male,Bike,03-09-2024,Bangalore,4.0,602,20.3
1215,Jack Batra,30,Male,Car,02-08-2022,Coimbatore,4.3,468,17.3
1216,Yoshita Wali,20,Female,Scooter,05/08/2023,Jaipur,3.9,531,36.4
1217,Laban Bhagat,26,Male,Scooter,2025.02.02,Chandigarh,3.9,638,37.0
1218,Xavier Goel,28,Female,Bike,2021-12-27,Bhopal,4.2,953,28.0
1219,Reva Rao,24,Female,Scooter,17 Jan 2024,Nashik,4.2,371,30.0
1220,Daksha Kala,26,Female,Scooter,01/16/2022,Ludhiana,4.2,507,25.4
1221,Wyatt Shanker,33,Female,Bike,08 Oct 2024,Pune,3.7,503,29.0
1222,Neel Raja,29,Male,Bicycle,10/03/2023,Nagpur,4.0,769,41.0
1223,Lucky Padmanabhan,27,Female,Bike,03/09/2025,Lucknow,4.7,1074,21.4
1224,Kai Chandra,33,Female,Bike,2021.06.11,Chennai,4.4,576,28.0
1225,Nikita Andra,30,Male,Scooter,2021-11-27,Chandigarh,4.3,652,29.9
1226,Neel Upadhyay,32,Female,Scooter,13-12-2021,Kolkata,3.7,273,42.8
1227,Kritika Choudhary,28,Male,Bike,02/23/2025,Coimbatore,3.9,484,32.5
1228,Indali Shere,38,Male,Bike,2024.02.02, Raipur  ,4.5,562,54.1
1229,Aryan Andra,33,Male,Scooter,11-08-2024,Nagpur,4.5,576,26.8
1230, Balvan Kapoor  ,30,Male,Bicycle,26-04-2022,Nagpur,4.4,337,28.2
1231,Chavvi Devi,26,Female,Bike,07/20/2023,Surat,4.5,501,38.0
1232,Amaira Wable,24,Female,Bike,18-11-2021,Nagpur,3.5,1016,29.2
1233,Aarush Atwal,37,Female,Car,08/03/2024,Chennai,3.9,1008,29.1
1234,Advika Bhargava,33,Female,Scooter,2022.06.12,Ahmedabad,4.5,425,22.5
1235,Faris Saini,24,Female,Bike,29 Sep 2024,Kochi,4.3,284,13.5
1236,Jason Karan,26,Male,Scooter,2023-04-06,Kochi,3.7,498,31.0
1237,Brinda Pradhan,31,Female,Car,2023-03-20,AHMEDABAD,3.8,557,29.0
1238,Geetika Dixit,38,Male,Bicycle,12/05/2024,Bhubaneswar,4.1,572,29.3
1239,Yahvi Saini,22,Male,Bicycle,25 Jul 2023,Hyderabad,4.8,736,24.2
1240,Aditya Sastry,27,Male,Car,2023.10.04,Nashik,4.1,758,28.6
1241,Gabriel Baria,19,Male,Bike,2024.11.18,chandigarh,4.0,584,27.0
1242,Sanya Prakash,25,Male,Bike,07/06/2024,Delhi,5.0,735,25.5
1243,Theodore Nanda,25,Male,Scooter,2023-01-28,Kochi,4.3,509,23.2
1244,Fariq Sami,30,Female,Bike,10/18/2024,Surat,4.0,1249,29.8
1245,Harshil Khalsa,35,Male,Bike,22/01/2023,Ahmedabad,4.0,524,30.0
1246,Oviya Oommen,21,Female,Car,2023-04-18,Lucknow,4.3,595,34.5
1247,Elijah Rai,33,Male,Car,2023.06.09,Raipur,4.1,550,22.6
1248,Raksha Naidu,18,Male,Bike,2024.10.04,Mumbai,3.7,657,35.9
1249,Chakradhar Bandi,32,Male,Bike,10 Mar 2024,Vadodara,4.6,562,37.9
1250,Omya Butala,21,Male,Bike,2024.03.06,Vadodara,4.0,662,37.9
1251,Hredhaan Agrawal,31,Female,Car,2021-07-29,Delhi,4.9,1195,39.6
1252,Dhruv Shetty,33,Male,Bike,21/11/2021,Surat,4.9,771,25.7
1253,Vedika Swaminathan,25,Male,Bike,2023-12-06,Kochi,4.5,878,34.8
1254,Daksha Nadkarni,30,Female,Bike,30 Jan 2025,Ahmedabad,4.4,941,40.7
1255,Harshil Krishnan,25,Female,Bike,2022-01-03,Ahmedabad,4.4,368,21.5
1256,Upma Pradhan,26,Female,Scooter,2022-02-08,Visakhapatnam,4.6,163,18.7
1257,Niharika Dhaliwal,31,Male,Bike,22-06-2021,Pune,3.9,659,37.5
1258,Wridesh Rege,34,Female,Bike,04/27/2023,Pune,4.5,426,31.9
